id,documentIde,actualFileRef,originalFileRef,pageNo,name,tenantId,productId,preflightStatus,previewRef,mediaBox_x,mediaBox_y,mediaBox_width,mediaBox_hight,trimBox_x,trimBox_y,trimBox_width,trimBox_hight,colors_0_name,colors_0_overprint,colors_0_purpose,colors_0_opacity,colors_0_density,status,NumberPages,date,colors_1_name,colors_1_overprint,colors_1_purpose,colors_1_opacity,colors_1_density,colors_2_name,colors_2_overprint,colors_2_purpose,colors_2_opacity,colors_2_density,colors_3_name,colors_3_overprint,colors_3_purpose,colors_3_opacity,colors_3_density,colors_4_name,colors_4_cmyk_c,colors_4_cmyk_m,colors_4_cmyk_y,colors_4_cmyk_k,colors_4_overprint,colors_4_purpose,colors_4_opactiy,colors_4_density,bildanteil_in_%,falzkanten,dateigröße,seitenverhältnisse,output_intent,anzahl_pantonfarben,seiten_anzahl,target_format,target_druckseiten,target_papiertyp,target_typ
110l5zv6784ah668szb99o3i,v80i33b3-75u1-8822-wh69-723t7i6092d2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/301x2s86-l057-70iv-5j9p-x110xw6j8972/content/301x2s86-l057-70iv-5j9p-x110xw6j8972,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/301x2s86-l057-70iv-5j9p-x110xw6j8972/content/301x2s86-l057-70iv-5j9p-x110xw6j8972,2,ldreakin29.pdf,15290g04-5t57-2841-8h80-t83w2397mj89,62847o07-e654-6qm3-lp2w-ahy2717b90oe,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/p41dnx30-z1k9-0329-46e1-487605n0t094/thumbs/p41dnx30-z1k9-0329-46e1-487605n0t094,0.0,0.0,195,175,20.1,32.1,185,161,Cyan,Unchanged,LACK,NORMAL,0.3,PREFLIGHT_OK,2,2018-07-29 05:21:34,Magenta,Knockout,PRINTING,NORMAL,0.41,Yellow,Knockout,PRINTING,OPAQUE,0.6,Black,Knockout,PRINTING,OPAQUE,0.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.87,0,5.0,1.1,F52,0.76,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,flyer
221r8sb2353gb033ima17y9b,n90u94k5-71j9-5496-xx33-428p3e4859w8,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/042x1k54-c520-13kz-3i2d-z612qp3z8048/content/042x1k54-c520-13kz-3i2d-z612qp3z8048,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/042x1k54-c520-13kz-3i2d-z612qp3z8048/content/042x1k54-c520-13kz-3i2d-z612qp3z8048,2,ahaddrell2a.pdf,35046z54-4i14-2730-0v73-i27m7129te81,05246k57-j304-9pz2-fg7v-pop5919s92fb,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/w97wkg14-d4j1-7984-95l1-962812r4o000/thumbs/w97wkg14-d4j1-7984-95l1-962812r4o000,0.0,0.0,210,175,20.1,41.17,197,159,Black,Overprint,LACK,OPAQUE,0.6,PREFLIGHT_OK,2,2015-02-26 18:23:42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mint,0.03,0.06,0.06,0.0,Overprint,LACK,NORMAL,0.84,4.62,1,5.0,1.2,F47,0.8,1,DIN_A4_Hoch,Einseitig,angestrichen_altes_Profil,flyer
164l6jj2465rg476ciq06w9t,c02h85j3-44q4-0181-wp69-818b6c8403e4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/299i3v81-a358-28yg-7a7j-z318mm3m2615/content/299i3v81-a358-28yg-7a7j-z318mm3m2615,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/299i3v81-a358-28yg-7a7j-z318mm3m2615/content/299i3v81-a358-28yg-7a7j-z318mm3m2615,1,dcrumpton2b.pdf,04343e98-0w00-9460-8w36-o60g9246ge25,70227t76-x746-2zr3-ft1y-wzd6613x80np,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/c32vdt21-p5t3-4175-32m0-644579j3c437/thumbs/c32vdt21-p5t3-4175-32m0-644579j3c437,0.0,0.0,148,210,15.1,41.17,137,200,Black,Overprint,LINE,TRANSPARENT,0.47,PREFLIGHT_OK,2,2017-07-01 09:34:40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.95,0,5.0,1.4,F51,0.69,2,DIN_A5_Hoch,Doppelseitig,gestrichen_neues_Profil,flyer
263r8cm9663of221lli03t4u,a37w69j6-56p9-3838-in94-060u1p2412f1,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/105d2t33-y110-57gz-3p8j-x609sj3j2031/content/105d2t33-y110-57gz-3p8j-x609sj3j2031,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/105d2t33-y110-57gz-3p8j-x609sj3j2031/content/105d2t33-y110-57gz-3p8j-x609sj3j2031,1,adelamaine2c.pdf,99118b81-5f04-7273-8a86-u71w9458qh39,40050i30-c360-0nd8-kt4a-tzo1257v14ug,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/p95oit97-g0j2-0008-85b5-559295h8r488/thumbs/p95oit97-g0j2-0008-85b5-559295h8r488,0.0,0.0,148,104,20.1,41.17,132,93,Cyan,Unchanged,LACK,OPAQUE,0.49,PREFLIGHT_OK,2,2021-08-26 17:09:30,Magenta,Unchanged,LACK,UNSPECIFIED,0.08,Yellow,Unchanged,PRINTING,NORMAL,0.67,Black,Knockout,LACK,OPAQUE,0.46,Lime,0.08,0.02,0.05,0.0,Unspecified,PRINTING,NORMAL,0.98,18.69,2,5.0,1.4,undefinde,0.97,2,DIN_A5_Hoch,Doppelseitig,angestrichen_neues_Profil,flyer
946i2hy2167zo005raj02e7q,o92w47j1-99e1-8454-sn02-137d1r1393s2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/806a2o33-x079-86xz-3j3v-u728jz8q0043/content/806a2o33-x079-86xz-3j3v-u728jz8q0043,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/806a2o33-x079-86xz-3j3v-u728jz8q0043/content/806a2o33-x079-86xz-3j3v-u728jz8q0043,1,rspaice2d.pdf,74950y95-1r85-1852-5k23-o15l8968ah81,63592w40-b205-6zd0-si9g-ybn2774l27rf,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/d88oiz72-g0q3-1233-45w9-649969s7l074/thumbs/d88oiz72-g0q3-1233-45w9-649969s7l074,0.0,0.0,297,153,15.1,41.17,286,139,Black,Knockout,LINE,TRANSPARENT,0.55,PREFLIGHT_OK,1,2016-08-22 20:53:42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VarGlos,0.03,0.06,0.09,0.0,Knockout,LINE,TRANSPARENT,0.06,19.17,1,5.0,1.9,undefinde,0.19,2,DIN_A4_Quer,Doppelseitig,gestrichen_neues_Profil,flyer
293t5dz5174zo913qzw94s1t,m71f34k4-15i0-4917-oo60-125c3t9279d2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/464x3c82-b505-54iu-3w1q-e446ho0k2174/content/464x3c82-b505-54iu-3w1q-e446ho0k2174,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/464x3c82-b505-54iu-3w1q-e446ho0k2174/content/464x3c82-b505-54iu-3w1q-e446ho0k2174,2,wmacgille2e.pdf,95576s57-1o10-0318-0b99-t16b6966tk40,00846n00-p530-5nv8-cy2l-zhc0377j60ff,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/l54wnk14-a1l7-6984-19o3-733260h0s497/thumbs/l54wnk14-a1l7-6984-19o3-733260h0s497,0.0,0.0,210,297,20.1,32.1,195,281,Cyan,Overprint,LINE,OPAQUE,0.79,PREFLIGHT_OK,1,2021-06-12 21:06:36,Magenta,Unchanged,LACK,OPAQUE,0.03,Yellow,Unspecified,LACK,NORMAL,0.53,Black,Unchanged,PRINTING,NORMAL,0.71,Mint,0.07,0.08,0.08,0.0,Unspecified,LACK,TRANSPARENT,0.81,23.47,0,5.0,1.4,undefinde,0.1,2,DIN_A4_Hoch,Doppelseitig,angestrichen_neues_Profil,flyer
192b1pb5911be164eqx85g1v,r50s58u9-62l7-8508-yd98-611c7l8120g0,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/355y1d88-x751-02xz-5g0n-r177gq6q5596/content/355y1d88-x751-02xz-5g0n-r177gq6q5596,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/355y1d88-x751-02xz-5g0n-r177gq6q5596/content/355y1d88-x751-02xz-5g0n-r177gq6q5596,2,iwallwood2f.pdf,60262n00-4z29-8232-6t38-t83f4142fv61,37556v12-n587-9kk9-xy4x-ocz5727u37rt,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/p16nlw41-c8b4-9421-14i2-111240l6q757/thumbs/p16nlw41-c8b4-9421-14i2-111240l6q757,0.0,0.0,195,175,20.1,32.1,185,165,Black,Unchanged,LINE,OPAQUE,0.83,PREFLIGHT_OK,2,2015-12-02 11:36:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.09,2,5.0,1.1,F39,0.73,2,Freies_Format,Doppelseitig,gestrichen_altes_Profil,flyer
948v3qn6927pi506shh34i4b,s60z65f7-87x1-4644-nd57-965u5l8882j6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/982g3s12-a374-15mg-5h4w-b893fy7x6042/content/982g3s12-a374-15mg-5h4w-b893fy7x6042,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/982g3s12-a374-15mg-5h4w-b893fy7x6042/content/982g3s12-a374-15mg-5h4w-b893fy7x6042,2,rohartnett2g.pdf,07875m69-5u33-1419-4b63-h29g6197kk07,85766c87-b901-7pd7-zc6n-pnm7391j47zu,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/x81uai23-i4g8-1032-27x8-622839q4r403/thumbs/x81uai23-i4g8-1032-27x8-622839q4r403,0.0,0.0,200,153,20.1,41.17,187,142,Cyan,Unspecified,LINE,UNSPECIFIED,0.1,PREFLIGHT_OK,2,2018-10-18 21:08:49,Magenta,Unchanged,LACK,NORMAL,0.33,Yellow,Unchanged,LACK,NORMAL,0.75,Black,Overprint,PRINTING,TRANSPARENT,0.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.38,0,5.0,1.3,F39,0.13,1,Freies_Format,Einseitig,gestrichen_altes_Profil,flyer
071i3vn9280uf042giz39s8l,t99y39f8-67o1-7836-ku07-438k5j4967d9,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/394t3i10-t112-77vj-8z1i-u478ku9n5785/content/394t3i10-t112-77vj-8z1i-u478ku9n5785,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/394t3i10-t112-77vj-8z1i-u478ku9n5785/content/394t3i10-t112-77vj-8z1i-u478ku9n5785,1,yfairn2h.pdf,75310l91-5w89-3644-6o97-y16n7531tp69,25430p04-r758-6cg6-dn8b-jpp7904o50kq,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/v37npm81-v6g1-4035-06e6-350906j3j236/thumbs/v37npm81-v6g1-4035-06e6-350906j3j236,0.0,0.0,297,104,15.1,41.17,284,92,Black,Unchanged,PRINTING,UNSPECIFIED,0.02,PREFLIGHT_OK,1,2021-09-18 06:52:17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.33,1,1,2.9,undefinde,0.59,2,DIN_A4_Quer,Doppelseitig,gestrichen_altes_Profil,flyer
777b3rw3940wl025pnr45o5f,h36z44u1-09h6-1584-sd37-641x6e5448z9,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/659k1n46-s140-65hj-7w2v-e303vc7v9490/content/659k1n46-s140-65hj-7w2v-e303vc7v9490,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/659k1n46-s140-65hj-7w2v-e303vc7v9490/content/659k1n46-s140-65hj-7w2v-e303vc7v9490,1,jtullis2i.pdf,19213w66-3v60-6341-8b32-f92b9795kg02,56518z85-j758-9gy6-eq9a-dmx7206y45wy,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/z57omk52-k6y6-1609-96f0-441620w2d411/thumbs/z57omk52-k6y6-1609-96f0-441620w2d411,0.0,0.0,105,104,15.1,41.17,92,91,Black,Unspecified,LACK,TRANSPARENT,0.94,PREFLIGHT_OK,1,2015-08-20 07:33:13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.09,0,5.0,1,F47,0.63,2,DIN_A6_Hoch,Doppelseitig,angestrichen_altes_Profil,flyer
835j1xl2040av286wks79y9j,n70u14e4-40f8-7638-an33-500r4i9767g7,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/022k1z91-y998-67og-0a5l-z130as6r5068/content/022k1z91-y998-67og-0a5l-z130as6r5068,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/022k1z91-y998-67og-0a5l-z130as6r5068/content/022k1z91-y998-67og-0a5l-z130as6r5068,1,zmigheli2j.pdf,00679s95-4f47-1248-8c52-t17y2662du80,57281w10-t322-4vd8-co8i-ucy1811r23zr,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/n33sxy43-d0b3-5042-11j9-722994j1z002/thumbs/n33sxy43-d0b3-5042-11j9-722994j1z002,0.0,0.0,105,175,15.1,32.1,90,163,Black,Unchanged,LINE,OPAQUE,0.61,PREFLIGHT_OK,2,2015-01-23 13:47:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100_MPH,0.07,0.09,0.04,0.0,Unspecified,PRINTING,OPAQUE,0.72,20.89,0,31,1.7,F47,0.58,2,DIN_A6_Hoch,Doppelseitig,angestrichen_altes_Profil,flyer
614q2gb4785ue324xdy70v3k,m09x13m4-25f4-4947-vu68-562q6y0104k6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/373b3r40-f973-17vc-5x1c-y856lc8d1349/content/373b3r40-f973-17vc-5x1c-y856lc8d1349,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/373b3r40-f973-17vc-5x1c-y856lc8d1349/content/373b3r40-f973-17vc-5x1c-y856lc8d1349,2,bshrimplin2k.pdf,92694h27-8b17-1458-2v33-q06w4806kt64,64822l01-u983-0yb1-ee6m-wqy5949g93cx,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/o65eiz32-j2r6-3738-03q8-604277z7j290/thumbs/o65eiz32-j2r6-3738-03q8-604277z7j290,0.0,0.0,148,210,20.1,32.1,138,195,Cyan,Knockout,LACK,NORMAL,0.81,PREFLIGHT_OK,1,2020-04-28 06:26:54,Magenta,Overprint,PRINTING,NORMAL,0.7,Yellow,Knockout,LACK,OPAQUE,0.59,Black,Knockout,LACK,OPAQUE,0.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.41,0,5.0,1.4,F78,0.27,2,DIN_A5_Hoch,Doppelseitig,gestrichen_altes_Profil,flyer
039n2nh9991rm368ouy40j5l,b65m77j4-50u4-5111-iu40-850x0y7434i5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/227d0e82-p886-84me-4o1j-n701ne4c8517/content/227d0e82-p886-84me-4o1j-n701ne4c8517,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/227d0e82-p886-84me-4o1j-n701ne4c8517/content/227d0e82-p886-84me-4o1j-n701ne4c8517,1,jjoscelin2l.pdf,51951n73-0x77-7534-7k86-o96l5806bj31,22351q88-q585-9nl2-yh4a-sec9697o57ua,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/u90fna96-r4z9-6577-54e1-891544l0w636/thumbs/u90fna96-r4z9-6577-54e1-891544l0w636,0.0,0.0,297,153,15.1,41.17,287,142,Black,Knockout,LINE,TRANSPARENT,0.39,PREFLIGHT_OK,1,2018-05-19 21:16:37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Navi,0.07,0.02,0.07,0.0,Unchanged,LINE,OPAQUE,0.57,6.03,0,5.0,1.9,F52,0.65,1,DIN_A4_Quer,Einseitig,angestrichen_neues_Profil,flyer
631q4gm7478so193nbr36r3k,d72b43h0-60m7-2772-ew38-038b4c7875x5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/682i3z70-l354-40nv-2t9q-i089hb0k9309/content/682i3z70-l354-40nv-2t9q-i089hb0k9309,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/682i3z70-l354-40nv-2t9q-i089hb0k9309/content/682i3z70-l354-40nv-2t9q-i089hb0k9309,2,sbraunds2m.pdf,14836j51-1r89-1562-0z21-z46e5829gm68,27745k48-g586-7tk8-pe1e-xzd5989t06ux,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/u29qka87-k4c7-7155-91a9-421390i0b756/thumbs/u29qka87-k4c7-7155-91a9-421390i0b756,0.0,0.0,210,153,15.1,41.17,195,138,Cyan,Overprint,LINE,TRANSPARENT,0.13,PREFLIGHT_OK,2,2016-03-05 22:27:15,Magenta,Overprint,LACK,OPAQUE,0.78,Yellow,Unspecified,PRINTING,UNSPECIFIED,0.79,Black,Unchanged,PRINTING,TRANSPARENT,0.35,Carrot,0.03,0.04,0.06,0.0,Overprint,LACK,UNSPECIFIED,0.29,13.56,0,5.0,1.4,F78,0.4,2,DIN_A4_Hoch,Doppelseitig,angestrichen_neues_Profil,flyer
332s3jl2849zf088kqz83o5x,d97s57v1-23l2-9275-ku12-135v9e2054w5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/070z1p93-e311-09sg-7n7m-r206ps2e7719/content/070z1p93-e311-09sg-7n7m-r206ps2e7719,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/070z1p93-e311-09sg-7n7m-r206ps2e7719/content/070z1p93-e311-09sg-7n7m-r206ps2e7719,2,kfriedman2n.pdf,90183o89-2g84-2502-5a79-e83v9631ar63,45655k20-t850-8wx1-iy4u-ysg4007e70xt,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/u90epq86-f7w4-7239-28b8-533474z8r627/thumbs/u90epq86-f7w4-7239-28b8-533474z8r627,0.0,0.0,195,175,20.1,32.1,182,163,Cyan,Unspecified,LACK,NORMAL,0.71,PREFLIGHT_OK,2,2015-03-29 09:52:34,Magenta,Unspecified,LINE,TRANSPARENT,0.52,Yellow,Knockout,LACK,NORMAL,0.48,Black,Unchanged,LACK,TRANSPARENT,0.76,24_Karat,0.08,0.08,0.05,0.0,Unchanged,LACK,NORMAL,0.54,16.5,0,5.0,1.1,F52,0.18,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,flyer
749j6tp6241kq491fbe71s9l,i81z29b2-84s3-6633-iq19-990h3a3644w3,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/595b8t92-y810-19bl-6e4z-q391ti7n0624/content/595b8t92-y810-19bl-6e4z-q391ti7n0624,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/595b8t92-y810-19bl-6e4z-q391ti7n0624/content/595b8t92-y810-19bl-6e4z-q391ti7n0624,1,bformie2o.pdf,43176v12-7t59-3886-1a98-e71h6734xz16,64419j18-e345-0wc8-le4g-jhu8050h98cn,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/t45lnk74-t9b1-1606-16g7-038918h6u955/thumbs/t45lnk74-t9b1-1606-16g7-038918h6u955,0.0,0.0,105,104,15.1,32.1,95,92,Black,Unspecified,PRINTING,OPAQUE,0.46,PREFLIGHT_OK,1,2021-04-26 14:01:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.52,2,5.0,1,undefinde,0.76,1,DIN_A6_Hoch,Einseitig,angestrichen_neues_Profil,flyer
782u3gz8290ap756tsm69r7u,k13l98b5-34l2-8360-mm96-851z3p2628x4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/128f7l73-z258-24sd-1v1w-m607th1b6860/content/128f7l73-z258-24sd-1v1w-m607th1b6860,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/128f7l73-z258-24sd-1v1w-m607th1b6860/content/128f7l73-z258-24sd-1v1w-m607th1b6860,1,jbellerby2p.pdf,66361d51-9r14-9836-2c95-o66s5590qk32,33104d60-m912-1zy4-dz9b-qms6163x01oj,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/p46ect90-g5p8-0513-22k6-615115o4i765/thumbs/p46ect90-g5p8-0513-22k6-615115o4i765,0.0,0.0,105,104,20.1,32.1,89,91,Cyan,Unchanged,LINE,NORMAL,0.94,PREFLIGHT_OK,1,2020-01-27 15:41:34,Magenta,Unspecified,LINE,UNSPECIFIED,0.86,Yellow,Knockout,PRINTING,OPAQUE,0.1,Black,Knockout,LACK,UNSPECIFIED,0.73,Lime,0.07,0.08,0.06,0.0,Unchanged,PRINTING,NORMAL,0.55,1.34,2,5.0,1,F52,0.03,1,DIN_A6_Hoch,Einseitig,angestrichen_neues_Profil,flyer
858s1nw5754wn681ndp62t8l,l95q11b1-54x7-4612-nq02-087h0o3087o8,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/895a8u19-l771-78re-6f2s-c599eu4n5131/content/895a8u19-l771-78re-6f2s-c599eu4n5131,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/895a8u19-l771-78re-6f2s-c599eu4n5131/content/895a8u19-l771-78re-6f2s-c599eu4n5131,2,rbrimble2q.pdf,22630g21-0q12-9120-0s47-u18j5714cu62,89076l70-c882-4vq3-ba8v-gio8491w00do,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/i00dto06-k4s7-1246-10r3-783638g5x295/thumbs/i00dto06-k4s7-1246-10r3-783638g5x295,0.0,0.0,195,175,20.1,32.1,180,163,Cyan,Knockout,PRINTING,NORMAL,0.84,PREFLIGHT_OK,1,2020-05-26 01:14:06,Magenta,Unchanged,LACK,UNSPECIFIED,0.82,Yellow,Knockout,LINE,NORMAL,0.31,Black,Unspecified,LACK,NORMAL,0.31,VarGlos,0.05,0.09,0.08,0.0,Overprint,LINE,NORMAL,0.11,20.97,0,5.0,1.1,F51,0.47,1,Freies_Format,Einseitig,gestrichen_neues_Profil,flyer
737a8kc5779ci925npz78s3z,x14o49w0-46h1-8343-ut52-655k9p4894z5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/309k9s99-z091-60zr-2a0i-v530xb2n0647/content/309k9s99-z091-60zr-2a0i-v530xb2n0647,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/309k9s99-z091-60zr-2a0i-v530xb2n0647/content/309k9s99-z091-60zr-2a0i-v530xb2n0647,2,vmclafferty2r.pdf,59715z86-1e81-1329-7z85-p79l3703og29,96028b54-o686-0dp6-ku3a-ycb1349u54gt,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/u47bdn39-d6i2-0038-80q8-028449j4u189/thumbs/u47bdn39-d6i2-0038-80q8-028449j4u189,0.0,0.0,195,175,20.1,41.17,179,163,Black,Knockout,LINE,NORMAL,0.41,PREFLIGHT_OK,1,2015-03-16 15:04:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.54,1,5.0,1.1,undefinde,0.11,1,Freies_Format,Einseitig,gestrichen_altes_Profil,flyer
412a0qu6326kv696uuv74g9y,q21h91s6-90q3-7106-xu84-775b7a4945v7,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/765y6i09-t037-57hz-1b3h-v367jp3v1903/content/765y6i09-t037-57hz-1b3h-v367jp3v1903,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/765y6i09-t037-57hz-1b3h-v367jp3v1903/content/765y6i09-t037-57hz-1b3h-v367jp3v1903,2,jbemwell2s.pdf,51335w20-0z68-2227-1s00-f14p1201ub48,70636r67-w383-9rm2-ls2r-tjg1853b34su,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/u44azm86-a4y8-5982-44f8-895440m8f468/thumbs/u44azm86-a4y8-5982-44f8-895440m8f468,0.0,0.0,105,175,15.1,41.17,92,159,Cyan,Overprint,LACK,OPAQUE,0.55,PREFLIGHT_OK,1,2021-05-30 01:31:35,Magenta,Overprint,LINE,TRANSPARENT,0.88,Yellow,Unspecified,LINE,OPAQUE,0.37,Black,Unspecified,PRINTING,NORMAL,0.41,Sky,0.04,0.03,0.06,0.0,Unspecified,PRINTING,OPAQUE,0.51,19.74,0,5.0,1.7,undefinde,0.08,1,DIN_A6_Hoch,Einseitig,angestrichen_altes_Profil,flyer
369d6su8938ab887ock53k6d,h08e10r8-05g6-6106-yh76-845i8b8040d0,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/087a9m49-o358-41ud-5e3m-d088hn9s2088/content/087a9m49-o358-41ud-5e3m-d088hn9s2088,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/087a9m49-o358-41ud-5e3m-d088hn9s2088/content/087a9m49-o358-41ud-5e3m-d088hn9s2088,2,cgeindre2t.pdf,27341m91-1h91-8528-5o47-k32w0926mf91,91894h75-n439-2ss3-fy0u-pzi1603s86gw,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/q42iam30-q9l0-7718-36z8-236448o6p082/thumbs/q42iam30-q9l0-7718-36z8-236448o6p082,0.0,0.0,210,153,15.1,32.1,196,142,Cyan,Overprint,LINE,UNSPECIFIED,0.25,PREFLIGHT_OK,1,2021-09-16 16:06:48,Magenta,Overprint,PRINTING,OPAQUE,0.08,Yellow,Unchanged,PRINTING,NORMAL,0.28,Black,Unspecified,LACK,OPAQUE,0.01,100_MPH,0.04,0.07,0.03,0.0,Unchanged,LACK,TRANSPARENT,0.92,8.72,2,5.0,1.4,undefinde,0.72,1,DIN_A4_Hoch,Einseitig,angestrichen_neues_Profil,flyer
