id,documentIde,actualFileRef,originalFileRef,pageNo,name,tenantId,productId,preflightStatus,previewRef,mediaBox_x,mediaBox_y,mediaBox_width,mediaBox_hight,trimBox_x,trimBox_y,trimBox_width,trimBox_hight,colors_0_name,colors_0_overprint,colors_0_purpose,colors_0_opacity,colors_0_density,status,NumberPages,date,colors_1_name,colors_1_overprint,colors_1_purpose,colors_1_opacity,colors_1_density,colors_2_name,colors_2_overprint,colors_2_purpose,colors_2_opacity,colors_2_density,colors_3_name,colors_3_overprint,colors_3_purpose,colors_3_opacity,colors_3_density,colors_4_name,colors_4_cmyk_c,colors_4_cmyk_m,colors_4_cmyk_y,colors_4_cmyk_k,colors_4_overprint,colors_4_purpose,colors_4_opactiy,colors_4_density,bildanteil_in_%,falzkanten,dateigröße,seitenverhältnisse,output_intent,anzahl_pantonfarben,seiten_anzahl,target_format,target_druckseiten,target_papiertyp,target_typ
202k6ew1940mi151tnm28b1e,r31j19v5-49t1-3593-dm74-631h4t9509m2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/381c8n40-o943-69rs-0f3t-b514ij4h2050/content/381c8n40-o943-69rs-0f3t-b514ij4h2050,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/381c8n40-o943-69rs-0f3t-b514ij4h2050/content/381c8n40-o943-69rs-0f3t-b514ij4h2050,2,mmidlane1z.pdf,24597c93-8e49-4818-2k89-m28c5902vh41,03890x55-z775-5sh6-se7q-pur6059n53ra,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/z82wug14-l3n7-2495-13g2-102408e2c172/thumbs/z82wug14-l3n7-2495-13g2-102408e2c172,0.0,0.0,932,981,15.1,41.17,917,965,Black,Unspecified,LINE,OPAQUE,0.84,PREFLIGHT_OK,2,2017-10-24 10:38:51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,0,10,1.1,undefinde,0.89,2,Freies_Format,Doppelseitig,angestrichen_altes_Profil,Poster
003p6cd0517lf137wdg44i6o,i18p03z2-76p4-0179-qj29-196o3y5834j4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/087a6m75-u790-86db-8j5f-x750rz7d3163/content/087a6m75-u790-86db-8j5f-x750rz7d3163,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/087a6m75-u790-86db-8j5f-x750rz7d3163/content/087a6m75-u790-86db-8j5f-x750rz7d3163,2,cstroobant20.pdf,12391h93-5y08-1267-4u78-w93k2025ls64,52401c19-n225-9iv6-kr8j-nso7361f33gh,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/j84yuy74-a3v7-7671-87j2-590445s0f824/thumbs/j84yuy74-a3v7-7671-87j2-590445s0f824,0.0,0.0,841,594,20.1,32.1,831,583,Cyan,Unchanged,LACK,TRANSPARENT,0.18,PREFLIGHT_OK,1,2017-10-18 07:02:23,Magenta,Overprint,LINE,NORMAL,0.14,Yellow,Unspecified,PRINTING,UNSPECIFIED,0.99,Black,Knockout,PRINTING,TRANSPARENT,0.09,Lime,0.09,0.09,0.03,0.0,Unchanged,PRINTING,NORMAL,0.76,80,0,11,1.4,F78,0.2,1,DIN_A0_Hoch,Einseitig,angestrichen_neues_Profil,Poster
371k1hi7660kr800zql75i7w,o16u82x7-39t4-1246-pc45-765q7k7254w6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/951f4v13-a735-61cc-8s5j-s784jz9f4545/content/951f4v13-a735-61cc-8s5j-s784jz9f4545,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/951f4v13-a735-61cc-8s5j-s784jz9f4545/content/951f4v13-a735-61cc-8s5j-s784jz9f4545,2,mchatelet21.pdf,04934s60-5z02-1395-0g08-y07i8393nv86,66260a25-o163-8wq7-kv6d-mgq2428m37nw,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/y01xbv19-l8z9-3850-14b8-648110z2g471/thumbs/y01xbv19-l8z9-3850-14b8-648110z2g471,0.0,0.0,841,594,20.1,32.1,827,584,Cyan,Overprint,LACK,TRANSPARENT,0.52,PREFLIGHT_OK,1,2020-09-16 04:39:09,Magenta,Knockout,PRINTING,UNSPECIFIED,0.75,Yellow,Overprint,LINE,NORMAL,0.61,Black,Unspecified,PRINTING,TRANSPARENT,0.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,0,11,1.4,F52,0.12,1,DIN_A0_Hoch,Einseitig,angestrichen_neues_Profil,Poster
403b1rm8650na712ibq31f9o,n37i30i5-17a7-4553-xg32-274x5l4559j6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/928f0o95-q743-22go-8m4i-h043da1x3931/content/928f0o95-q743-22go-8m4i-h043da1x3931,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/928f0o95-q743-22go-8m4i-h043da1x3931/content/928f0o95-q743-22go-8m4i-h043da1x3931,1,cpavolini22.pdf,78830s36-8n71-0440-7a31-l72w4503gp91,56177j64-z899-1qt7-jy9v-ozl0403h47ey,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/m16usz20-e9j7-1523-10s0-413010u1w845/thumbs/m16usz20-e9j7-1523-10s0-413010u1w845,0.0,0.0,970,789,15.1,41.17,957,776,Black,Overprint,LACK,TRANSPARENT,0.11,PREFLIGHT_OK,2,2015-06-01 17:29:04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mint,0.04,0.07,0.02,0.0,Unchanged,LINE,NORMAL,0.99,78,0,10,1.2,F52,0.27,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,Poster
536z0dd3387xf386psn80z4r,v99b27c2-54s6-2276-fa96-404z8w4125r6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/634u6b61-w923-45oz-8y1m-f599ac5y4602/content/634u6b61-w923-45oz-8y1m-f599ac5y4602,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/634u6b61-w923-45oz-8y1m-f599ac5y4602/content/634u6b61-w923-45oz-8y1m-f599ac5y4602,1,gould23.pdf,98242q22-1o39-8359-0l93-p20t8503nn06,79736k35-i345-1ze0-ib9t-ass2067w98yj,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/c32vdt84-t8c2-3576-50h1-233274n3a949/thumbs/c32vdt84-t8c2-3576-50h1-233274n3a949,0.0,0.0,800,981,15.1,41.17,788,965,Black,Unspecified,LACK,UNSPECIFIED,0.24,PREFLIGHT_OK,2,2020-11-01 19:15:15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HD_Grau,0,0,0,302,Unspecified,LACK,UNSPECIFIED,0.59,76,0,11,1.2,F78,0.35,1,Freies_Format,Einseitig,gestrichen_neues_Profil,Poster
848z3lj1247sf370bbf20b3o,z77r33c1-73y9-3726-kc08-088m2h1145g4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/554w6z36-r031-38rr-2r3u-d308ht4z7044/content/554w6z36-r031-38rr-2r3u-d308ht4z7044,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/554w6z36-r031-38rr-2r3u-d308ht4z7044/content/554w6z36-r031-38rr-2r3u-d308ht4z7044,1,gcorzon24.pdf,60033j25-3k78-1970-8m18-p22q6451ji89,63595r99-i173-9hb9-fj8r-kvx3121a49xt,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/s43xgg97-i7e6-3467-42h9-818528d6n607/thumbs/s43xgg97-i7e6-3467-42h9-818528d6n607,0.0,0.0,594,841,15.1,32.1,579,826,Black,Overprint,PRINTING,TRANSPARENT,0.74,PREFLIGHT_OK,2,2018-01-26 05:29:29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VarGlos,0.07,0.02,0.02,0.0,Unspecified,PRINTING,TRANSPARENT,0.32,73,0,11,1.4,F39,0.43,2,DIN_A1_Hoch,Doppelseitig,gestrichen_altes_Profil,Poster
340o3cy6755qk080oue05u8e,v76x84t8-86c9-3719-nu99-207q7n8928w1,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/310e6f43-z790-96lw-7j6x-w423hk3g2626/content/310e6f43-z790-96lw-7j6x-w423hk3g2626,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/310e6f43-z790-96lw-7j6x-w423hk3g2626/content/310e6f43-z790-96lw-7j6x-w423hk3g2626,2,kalman25.pdf,81540k99-5b61-4967-3v06-l42y1794nj53,77984j65-g523-6jg8-iu4e-ktv0065b45yt,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/k64azb81-g3a8-3687-71b0-181488n9z910/thumbs/k64azb81-g3a8-3687-71b0-181488n9z910,0.0,0.0,1020,1000,15.1,32.1,1008,986,Black,Knockout,PRINTING,TRANSPARENT,0.04,PREFLIGHT_OK,1,2018-12-08 16:32:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VarGlos,0.08,0.09,0.07,0.0,Unspecified,PRINTING,NORMAL,0.42,72,0,27,1,F51,0.49,1,Freies_Format,Einseitig,gestrichen_neues_Profil,Poster
029q9db2363qe939hpw72v7a,t09z38z3-85l3-6649-gc07-532p2y2013a3,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/419g3q94-n078-50hs-7c3d-a309an5r9225/content/419g3q94-n078-50hs-7c3d-a309an5r9225,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/419g3q94-n078-50hs-7c3d-a309an5r9225/content/419g3q94-n078-50hs-7c3d-a309an5r9225,2,mcottrill26.pdf,17605e28-4h05-6078-1o26-i17y1040fo14,03727k41-u547-0ef2-jl3b-rkq8963q21sx,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/d40bmy02-e5g7-6429-33l5-121189g8v460/thumbs/d40bmy02-e5g7-6429-33l5-121189g8v460,0.0,0.0,1189,841,20.1,32.1,1173,831,Black,Overprint,LINE,NORMAL,0.42,PREFLIGHT_OK,1,2017-02-28 20:58:18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,0,11,1.4,F78,0.26,2,DIN_A0_Quer,Doppelseitig,angestrichen_neues_Profil,Poster
005u4rv7596ks654jzc78s7u,t24m03c6-94d1-3684-gt55-786h8f8170z1,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/135s1f24-a441-26as-7z1w-e314zb5z6722/content/135s1f24-a441-26as-7z1w-e314zb5z6722,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/135s1f24-a441-26as-7z1w-e314zb5z6722/content/135s1f24-a441-26as-7z1w-e314zb5z6722,2,chubback27.pdf,93968w75-2z66-4876-4f58-g56h1059vq40,84321r74-c216-6lh7-pt6x-nmq4540h25mg,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/w94giu32-l7o6-9300-40n0-808166q4g102/thumbs/w94giu32-l7o6-9300-40n0-808166q4g102,0.0,0.0,1020,1000,20.1,32.1,1010,987,Black,Overprint,LINE,TRANSPARENT,0.88,PREFLIGHT_OK,1,2021-08-17 08:48:52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lime,0.06,0.06,0.02,0.0,Unchanged,LACK,OPAQUE,0.48,75,0,11,1,F52,0.16,1,Freies_Format,Einseitig,angestrichen_neues_Profil,Poster
619v3ok2219ml144ipm47b0n,v28v08n6-33b4-0654-lo82-347p6q8358g5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/612q6w96-p857-90ey-5f1p-t862nj9j9009/content/612q6w96-p857-90ey-5f1p-t862nj9j9009,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/612q6w96-p857-90ey-5f1p-t862nj9j9009/content/612q6w96-p857-90ey-5f1p-t862nj9j9009,1,fseth28.pdf,78706l31-6p77-0126-9b94-v96q8656rp55,85457c97-p421-7qy9-hf9d-utg4380v65km,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/q51mlj90-z4w1-5703-66p2-099172r4d199/thumbs/q51mlj90-z4w1-5703-66p2-099172r4d199,0.0,0.0,1189,841,15.1,41.17,1178,831,Cyan,Unspecified,LINE,NORMAL,0.92,PREFLIGHT_OK,2,2019-07-02 13:04:47,Magenta,Knockout,LACK,UNSPECIFIED,0.76,Yellow,Knockout,LACK,UNSPECIFIED,0.48,Black,Overprint,PRINTING,OPAQUE,0.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,0,10,1.4,F47,0.72,2,DIN_A0_Quer,Doppelseitig,angestrichen_altes_Profil,Poster
071y9ez4288xt148mhg40n4b,v96c82d1-03m3-2455-hl35-535v2n3034u5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/315m2l65-u175-46mm-7s8m-q881fx0v0127/content/315m2l65-u175-46mm-7s8m-q881fx0v0127,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/315m2l65-u175-46mm-7s8m-q881fx0v0127/content/315m2l65-u175-46mm-7s8m-q881fx0v0127,1,gpuddefoot29.pdf,25742w92-5c59-0931-0j89-k26w3772lh98,79203j52-k632-2xh5-wi4g-nhd0386y55tn,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/i40aeq16-q9m8-7896-94o1-674075q3v021/thumbs/i40aeq16-q9m8-7896-94o1-674075q3v021,0.0,0.0,841,594,20.1,32.1,828,582,Cyan,Unspecified,LINE,UNSPECIFIED,0.73,PREFLIGHT_OK,2,2019-05-25 02:48:44,Magenta,Overprint,LACK,TRANSPARENT,0.27,Yellow,Unspecified,LACK,NORMAL,0.18,Black,Unspecified,LACK,OPAQUE,0.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,0,11,1.4,F52,0.25,2,DIN_A0_Hoch,Doppelseitig,angestrichen_neues_Profil,Poster
544i7mx4564lg553zzf46z1s,l51k95q1-34g1-1784-lp64-125a0n9383t5,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/371k1w06-h814-00oo-0s9h-m138rm4h3375/content/371k1w06-h814-00oo-0s9h-m138rm4h3375,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/371k1w06-h814-00oo-0s9h-m138rm4h3375/content/371k1w06-h814-00oo-0s9h-m138rm4h3375,2,croomes2a.pdf,52240g55-0c57-7360-3u10-r70b4471rx45,25541f91-f588-1st9-mb3c-euq7576k66zu,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/j91dhi41-z4a6-5237-34k2-869480v2w940/thumbs/j91dhi41-z4a6-5237-34k2-869480v2w940,0.0,0.0,594,841,20.1,32.1,583,826,Black,Overprint,LINE,OPAQUE,0.24,PREFLIGHT_OK,1,2021-11-18 17:31:51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mint,0.08,0.02,0.06,0.0,Overprint,PRINTING,TRANSPARENT,0.01,73,0,10,1.4,F51,0.68,2,DIN_A1_Hoch,Doppelseitig,gestrichen_neues_Profil,Poster
638g5to7354uv628kwn30f5c,w48y83t1-60w7-1675-ad78-961d8t0221v2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/976w0z44-w868-34nn-5x6u-w048nv0h9383/content/976w0z44-w868-34nn-5x6u-w048nv0h9383,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/976w0z44-w868-34nn-5x6u-w048nv0h9383/content/976w0z44-w868-34nn-5x6u-w048nv0h9383,1,jbaggiani2b.pdf,55124l13-2a57-4466-2q90-g44d7134nu31,63560k62-a426-7sv8-jn5w-ulz5751f79ea,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/b85pap80-d3u6-5713-32g5-909024y2w873/thumbs/b85pap80-d3u6-5713-32g5-909024y2w873,0.0,0.0,800,789,15.1,32.1,789,778,Black,Knockout,PRINTING,OPAQUE,0.28,PREFLIGHT_OK,1,2020-03-21 07:27:35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,0,5,1,F52,0.19,1,Freies_Format,Einseitig,angestrichen_neues_Profil,Poster
122a8td8942ym999fal04v1l,x21u43h4-87l1-0626-gv43-518q7n8358a8,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/694y9m22-m940-17qn-4m5r-z633mz5s9874/content/694y9m22-m940-17qn-4m5r-z633mz5s9874,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/694y9m22-m940-17qn-4m5r-z633mz5s9874/content/694y9m22-m940-17qn-4m5r-z633mz5s9874,1,hlabatie2c.pdf,23660u57-3e38-7028-1l84-u47g4550ra18,87670f05-e455-3mi3-ca8h-cje6680f66av,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/w67dtx19-a8a1-4612-89l1-453515m7e237/thumbs/w67dtx19-a8a1-4612-89l1-453515m7e237,0.0,0.0,1189,841,20.1,41.17,1178,827,Black,Unspecified,PRINTING,NORMAL,0.46,PREFLIGHT_OK,2,2016-04-04 19:17:16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100_MPH,0.05,0.09,0.04,0.0,Unspecified,PRINTING,UNSPECIFIED,0.86,76,0,11,1.4,F52,0.99,2,DIN_A0_Quer,Doppelseitig,angestrichen_neues_Profil,Poster
272z3ql7373qu448bmj23j9g,p61d33q7-60k0-5635-wh27-200o2z3480c2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/695b8j90-m017-99gi-2h3v-b766fj9n2684/content/695b8j90-m017-99gi-2h3v-b766fj9n2684,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/695b8j90-m017-99gi-2h3v-b766fj9n2684/content/695b8j90-m017-99gi-2h3v-b766fj9n2684,1,jrobbey2d.pdf,95997x83-2b42-7870-9k46-r59n3835rg05,00153d20-k251-3nw7-zh7o-ojc0456s84og,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/v21vov41-u7r9-7198-84u2-533490g4z969/thumbs/v21vov41-u7r9-7198-84u2-533490g4z969,0.0,0.0,594,841,15.1,41.17,581,825,Black,Unspecified,PRINTING,NORMAL,0.02,PREFLIGHT_OK,1,2016-02-06 16:42:44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VarGlos,0.04,0.1,0.08,0.0,Knockout,LACK,NORMAL,0.61,74,0,10,1.4,F52,0.51,2,DIN_A1_Hoch,Doppelseitig,angestrichen_neues_Profil,Poster
284m6ly5604uh048fyz74q8c,b41y36j7-01o0-3200-qg86-999a0t8658k6,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/187h3m24-k074-60pa-8v4k-f500xf5g7996/content/187h3m24-k074-60pa-8v4k-f500xf5g7996,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/187h3m24-k074-60pa-8v4k-f500xf5g7996/content/187h3m24-k074-60pa-8v4k-f500xf5g7996,1,bconcannon2e.pdf,64683c96-2m18-4758-5n81-m24m1377wi29,83776m96-z004-6eq2-ix4o-lsi7360b29je,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/l63fwb66-t7a1-6549-22s9-773343t7m062/thumbs/l63fwb66-t7a1-6549-22s9-773343t7m062,0.0,0.0,1189,841,15.1,41.17,1179,830,Cyan,Unchanged,LINE,NORMAL,0.69,PREFLIGHT_OK,1,2016-01-18 03:01:34,Magenta,Unspecified,LACK,TRANSPARENT,0.59,Yellow,Unspecified,PRINTING,UNSPECIFIED,0.16,Black,Unchanged,PRINTING,TRANSPARENT,0.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,0,11,1.4,F39,0.92,2,DIN_A0_Quer,Doppelseitig,gestrichen_altes_Profil,Poster
688b3ty0168lz120acc20i9v,q41j99h7-35x1-0889-am22-731u4n8999k7,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/563w9j32-f005-27qz-6m4t-n280om8t5926/content/563w9j32-f005-27qz-6m4t-n280om8t5926,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/563w9j32-f005-27qz-6m4t-n280om8t5926/content/563w9j32-f005-27qz-6m4t-n280om8t5926,2,jastlatt2f.pdf,19070f26-4r37-6377-5y98-i47h5185yf60,29572m37-w039-4ik9-ac8d-ejn5890y94sd,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/j51spx62-q0b8-8448-88q1-364220c3g525/thumbs/j51spx62-q0b8-8448-88q1-364220c3g525,0.0,0.0,932,789,15.1,32.1,921,775,Cyan,Overprint,LACK,TRANSPARENT,0.96,PREFLIGHT_OK,1,2016-03-02 00:42:12,Magenta,Unchanged,LINE,NORMAL,0.59,Yellow,Overprint,LACK,UNSPECIFIED,0.84,Black,Unspecified,PRINTING,TRANSPARENT,0.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,0,11,1.2,F52,0.64,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,Poster
847p6kn9575be635vth99k2j,t39a56z2-51e1-6868-oe52-465y2l4065s4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/800b3g98-l368-66wa-4v9r-h285bf9j4189/content/800b3g98-l368-66wa-4v9r-h285bf9j4189,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/800b3g98-l368-66wa-4v9r-h285bf9j4189/content/800b3g98-l368-66wa-4v9r-h285bf9j4189,2,ljonczyk2g.pdf,18340i14-3h68-9506-9c54-x25o0470nh72,71367n74-c578-4ys5-na3p-tih0921v36fx,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/l03uhj51-c8a1-9026-03w7-262997o4s908/thumbs/l03uhj51-c8a1-9026-03w7-262997o4s908,0.0,0.0,841,594,15.1,41.17,825,580,Black,Overprint,PRINTING,NORMAL,0.11,PREFLIGHT_OK,1,2021-06-06 01:27:44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,0,11,1.4,F52,0.9,2,DIN_A0_Hoch,Doppelseitig,angestrichen_neues_Profil,Poster
943u7mb9382jq543bzu24c3y,d01d04c3-61e0-9516-ru82-942k1x8406g4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/525l3n35-e389-65ii-5s5z-b612jh5y5634/content/525l3n35-e389-65ii-5s5z-b612jh5y5634,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/525l3n35-e389-65ii-5s5z-b612jh5y5634/content/525l3n35-e389-65ii-5s5z-b612jh5y5634,2,jrissen2h.pdf,64032z84-2e12-3821-7g43-j82d7361fy37,40050y54-a325-0cj7-qy8j-hgb1800g11re,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/i06xrh23-x9d3-6908-47f7-452594i6z036/thumbs/i06xrh23-x9d3-6908-47f7-452594i6z036,0.0,0.0,800,789,15.1,41.17,785,779,Black,Unchanged,LACK,TRANSPARENT,0.98,PREFLIGHT_OK,1,2015-03-23 04:45:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Carrot,0.07,0.08,0.03,0.0,Unspecified,LACK,NORMAL,0.64,71,0,11,1,undefinde,0.8,1,Freies_Format,Einseitig,angestrichen_neues_Profil,Poster
885t9cq7810lt367gka89p4v,q91n10p3-01f6-8144-fo81-636s1j3688u2,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/849x3o73-q812-91rh-5h7t-x450wr4u9591/content/849x3o73-q812-91rh-5h7t-x450wr4u9591,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/849x3o73-q812-91rh-5h7t-x450wr4u9591/content/849x3o73-q812-91rh-5h7t-x450wr4u9591,1,lwildman2i.pdf,31631n99-1j91-1291-8o35-r59f5061ec36,75022x12-h221-9cy5-fg1l-nzj5929e72hg,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/n65edz05-w1l5-1916-21k7-362946y3h289/thumbs/n65edz05-w1l5-1916-21k7-362946y3h289,0.0,0.0,1020,1000,15.1,32.1,1004,985,Cyan,Unchanged,PRINTING,UNSPECIFIED,0.12,PREFLIGHT_OK,2,2020-02-21 11:11:32,Magenta,Knockout,LINE,OPAQUE,0.95,Yellow,Overprint,PRINTING,NORMAL,0.68,Black,Overprint,PRINTING,TRANSPARENT,0.9,Mint,0.1,0.02,0.05,0.0,Knockout,LACK,OPAQUE,0.79,77,0,11,1,F52,0.38,2,Freies_Format,Doppelseitig,angestrichen_neues_Profil,Poster
848d0tx6507gv025bme22l0r,b94p69u4-35v8-2515-ry65-783z8y7737d4,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/030a8f72-q196-19ul-2c8a-h323ng3x2928/content/030a8f72-q196-19ul-2c8a-h323ng3x2928,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/030a8f72-q196-19ul-2c8a-h323ng3x2928/content/030a8f72-q196-19ul-2c8a-h323ng3x2928,2,hhynde2j.pdf,94300m26-5g42-0282-0r95-p12n7559qj39,72745v00-x567-2tk0-sd6t-rnx0588x42xk,PREFLIGHT _OK,tenants/47072f63-1c04-4044-9e56-e39f2373df73/products/z09gpm18-k0f6-4532-27t3-349032w3m046/thumbs/z09gpm18-k0f6-4532-27t3-349032w3m046,0.0,0.0,970,789,20.1,41.17,955,777,Cyan,Unspecified,LACK,UNSPECIFIED,0.66,PREFLIGHT_OK,2,2019-12-07 14:52:13,Magenta,Knockout,LACK,NORMAL,0.03,Yellow,Unchanged,LINE,TRANSPARENT,0.82,Black,Unspecified,LACK,TRANSPARENT,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,0,11,1.2,F78,0.71,1,Freies_Format,Einseitig,gestrichen_altes_Profil,Poster
